Region,Country,Country Income Level,Organization Name,Organization Type,Sectors,Description,URL,City,State/Region,Founding Year,Size,Type of Data Used,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
North America,United States,High income,TuvaLabs,For-profit,Education,TuvaLabs enables students to be critical thinkers and persistent problem-solvers -  and empowers them to become active members in their own community and global citizens.,https://www.tuvalabs.com/,New York,NY,2012,1 to 10,Agriculture -  Energy -  Environment -  Weather -  Geospatial,FALSE,,FALSE,Makes open data useful for teaching and learning by offering teachers -  students -  and parents a platform to analyze -  visualize -  and interpret real data around issues relevant to their communities and their interests.,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Tanzania,Low income,Twaweza,Nonprofit,Media and communications,Twaweza is a citizen-centered initiative -  focusing on public accountability and large-scale change in East Africa.,http://twaweza.org/,Dar es Salaam,Dar es Salaam,2009,51 to 200,Education -  Government operations -  Demographic and social,FALSE,,TRUE,Created shule.info with educational data to reveal school performances,FALSE,,TRUE,During the election -  organised televised debates between leading politicians from different parties -  and used data from a range of different sources as a means of stimulating discussion,FALSE,
North America,United States,High income,Twin Dolphin Software,For-profit,IT and geospatial,Twin Dolphin databases and analysis tools were developed for -  and are used extensively in -  delivering portfolio management services to Fortune 1000 companies and middle to large law firms.,http://www.twindolphinsoftware.com,Redwood City,CA,2006,,Legal,FALSE,,FALSE,,TRUE,cleans patent data and provides it to companies such as Gazelle Technologies - Inc.,FALSE,,FALSE,
Europe & Central Asia,Italy,High income,Twinbit,For-profit,IT and geospatial,Twinbit is a group of experts driven by the desire to provide the market with innovative IT solutions,http://www.twinbit.it/,Sesto Calende,Lombardia,2011,1 to 10,,FALSE,,FALSE,,TRUE,use open source technologies and open-data to create unique and beautiful experiences for our customers.,FALSE,,FALSE,
Europe & Central Asia,Netherlands,High income,Tygron,For-profit,IT and geospatial,The Tygron Engine is a 3D urban planning tool with which stakeholders can experiment -  plan and negotiate better solutions for city designs and development projects -  streamlining the planning process -  reducing litigation and sharply increasing the return on investment for urban projects. ,http://www.tygron.com/,The Hague,South Holland,2005,11 to 50,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,U.S. News Schools,For-profit,Education,U.S. News is a recognized provider of college and graduate school rankings.,http://www.usnews.com/,Washington,District of Columbia,1983,51 to 200,Education,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,UIA (Insurance),For-profit,Finance and insurance,UIA Mutual (Insurance) is a mutual insurance company -  providing general insurance products to members of the trade union movement and other not-for-profit organisations.,https://www.uia.co.uk/,Stevenage,England,,51 to 200,Geospatial,FALSE,,FALSE,,TRUE,UIA used ordnance survey data to set more accurate prices -  drilling down to individual buildings rather than zip codes -  making the underwriting process quicker and more accurate -  thereby saving the company money.,FALSE,,FALSE,
North America,United States,High income,US Green Data,For-profit,Energy and climate,U.S. Green Data develops products that catalyze investments in energy development and efficiency -  building innovative tools that improve how the world understands energy information.,http://www.usgreendata.com/,Cambridge,Massachusetts,2010,,Finance -  Demographic and social,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,USAA Group,For-profit,Finance and insurance,USAA aims to facilitate the financial security of its members -  associates -  and their families through provision of a range of competitive financial products and services.,https://www.usaa.com,San Antonio,Texas,1922,1000+,Other,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,USSearch,For-profit,Business -  research and consulting,USSearch.com is a major online provider of background checks -  phone number lookups and public records in the US.,http://www.ussearch.com/,Bellevue,Washington,1994,51 to 200,Legal -  Government operations,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Uruguay,High income,UYCheck,Developer group,Media and communications,UYCheck's goal is to check the veracity of political discourse in Uruguay.,http://uycheck.com/noticias,Montevideo,Montevideo Department,2015,1 to 10,Government operations,TRUE,uses open data to check veracity of political discourse,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Uber,For-profit,Transportation and logistics,Uber connects riders to drivers through apps to make cities more accessible -  opening up more possibilities for riders and more business for drivers.,https://www.uber.com/,San Francisco,California,2009,1000+,Demographic and social -  Public safety,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Middle East & North Africa,Israel,High income,Ubimo,For-profit,Media and communications,ubimo provides location-based data and programmatic buying technologies for moblie advertising,http://www.ubimo.com,Tel Aviv,,2012,11 to 50,Demographic and social -  Business -  Weather,FALSE,,FALSE,,TRUE,marketing intelligence services.,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,UbÃ­calas,For-profit,IT and geospatial,UbÃ­calas is a web portal that allows businesses to advertise its products -  services and offers. The site includes a search engine that displays results based on the user's location and preferred business deals.,http://www.ubicalas.com, , ,2012,11 to 50,Finance -  Housing -  Education -  Government operations -  Geospatial -  Tourism -  Public safety -  Legal -  Business -  Consumer -  Health/healthcare -  Economic,FALSE,,FALSE,,TRUE,uses data from the National Statistics Directory of Economic Units to enhance their business search portal.,FALSE,,FALSE,
North America,United States,High income,Unigo,For-profit,Education,Unigo matches students to colleges based on education -  career and financial goals.,https://www.unigo.com/,New York,New York,2008,11 to 50,Education,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Unipagos,For-profit,Finance and insurance,Unipagos is an electronic payment system from your phone. It aims to provide the legal -  economic -  and technological infrastructure necessary to transform the economies of developing countries.,http://unipagos.com.mx,Mexico City,DF,2013,11 to 50,Geospatial -  Economic -  Legal -  Finance -  Demographic and social -  Consumer -  Business -  Government operations,FALSE,,FALSE,,TRUE,the platform integrates financial - credit and geospatial open data.,FALSE,,FALSE,
North America,United States,High income,Unite US,For-profit,IT and geospatial,Unite US is a free platform connecting current military service members -  veterans and their families to transformative resources and opportunities in their local communities.,https://uniteus.com,New York,NY,2013,11 to 50,Other,FALSE,,FALSE,,TRUE,the platform integrates veterans open data to offer opportunities for current and former military service members.,FALSE,,FALSE,
North America,United States,High income,United Mayflower,For-profit,Transportation and logistics,United Mayflower Container Services provides local and long-distance moving and storage services.,http://www.unitedmayflower.com/,Saint Louis,Missouri,2006,1 to 10,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Sub-Saharan Africa,Tanzania,Low income,United Nations Association of Tanzania,Nonprofit,Other,The United Nations Association (UNA) of Tanzania is devoted entirely to the support of the &quot;purposes and principles of the United Nationsâ€ in the country and world.,http://una.or.tz/,Dar es Salaam,Dar es Salaam,1964,11 to 50,Government operations,TRUE,Uses open data to promote positive civic and media engagement in the electoral process and advocate for the inclusion and visibility of human rights principles in the development process and new constitution in Tanzania.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,United Nations Department of Economic and Social Affairs (UN DESA),Nonprofit,Other,UN DESA works closely with governments and stakeholders to help countries around the world meet their economic -  social and environmental goals.,http://www.un.org/en/development/desa/,New York,NY,2015,201 to 1000,,TRUE,Advocate the values of equality -  solidarity -  tolerance -  respect for nature and mutual responsibility. Aims to address world issues from poverty reduction to governance to finance to the environment.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,United Nations Development Programme (UNDP),Nonprofit,Other,UNDP works in more than 170 countries and territories -  helping to achieve the eradication of poverty -  and the reduction of inequalities and exclusion.,http://undp.org,New York,NY,1974,1000+,,TRUE,Advocate to achieve the eradication of poverty -  and the reduction of inequalities and exclusion. ,FALSE,Use open data analysis to help countries to develop policies -  leadership skills -  partnering abilities -  institutional capabilities and build resilience in order to sustain development results. ,FALSE,,FALSE,,FALSE,
North America,United States,High income,United Nations Global Pulse,Nonprofit,IT and geospatial,UN Global Pulse aims to accelerate the discovery -  development and scaled adoption of big data innovation for sustainable development and humanitarian action.,http://www.unglobalpulse.org/,New York,NY,2009,,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA),Nonprofit,Other,The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) mobilizes and coordinates humanitarian action for all in need -  in partnership with national and international actors.,http://www.unocha.org,New York,New York,1991,1000+,Health/healthcare,TRUE,UNOCHA is the developer of the Humanitarian Data Exchange (HDX) - â€œa new data sharing platform that encompasses the best standards in data collection -  offering access to useful and accurate data.&quot; It covers a wide range of humanitarian crises around the world -  including being a data resource in the efforts in the fight against the Ebola epidemic in West Africa.,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Universities UK,Other,Education,Universities UK is a membership organization for the executive heads of UK universities helping to promote a successful and diverse higher education sector.,http://www.universitiesuk.ac.uk/,London,,2011,51 to 200,Education,TRUE,Promotes open data in higher education.,FALSE,,FALSE,,FALSE,,FALSE,
North America,Canada,High income,University of Alberta,Other,Education,The University of Alberta (also known as U of A and UAlberta) is a public research university located in Edmonton -  Alberta -  Canada.,http://www.eas.ualberta.ca/planning/?page=HGP-470/570-Students-Present-Their-Work,Edmonton,Alberta,1908,1000 ,Health/healthcare -  Geospatial -  Transportation -  Demographic and social,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
East Asia & Pacific,New Zealand,High income,University of Auckland,Other,Education,The University of Auckland is New Zealand's largest university. ,https://www.auckland.ac.nz,Auckland,Auckland,,1000 ,Geospatial,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
East Asia & Pacific,New Zealand,High income,University of Canterbury,Other,Education,The University of Canterbury in Christchurch is New Zealand's second oldest university.,http://www.canterbury.ac.nz/, , ,,201 to 1000,Geospatial -  Environment,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Europe & Central Asia,Macedonia -  FYR,Upper middle income,University of Cyril & Methodius,Other,Education,The Faculty of Computer Science and Engineering (FCSE) within the UKIM -  is the largest in the field of computer science and technologies in Macedonia and the region.,http://www.finki.ukim.mk/en/about-faculty/about-fcse,Skopje,Skopje,1997,1000+,Weather -  Agriculture,FALSE,,FALSE,Uses open data to do projects with the domestic business sectors in the field of information and communication technologies.,FALSE,,FALSE,,FALSE,
North America,United States,High income,University of Maryland CATT Lab,Other,Education,The Center for Advanced Transportation Technology Laboratory at the University of Maryland was established as an academic applied research and development lab to support national -  state -  and local efforts to solve important transportation -  safety -  and security problems.,http://www.cattlab.umd.edu/,College Park,MD,2002,,Transportation,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
North America,United States,High income,University of Michigan TRI,Other,Education,The University of Michigan Transportation Research Institute is dedicated to achieving safe and sustainable transportation for a global society.,http://www.umtri.umich.edu,Ann Arbor,MI,1965,51 to 200,Transportation,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
North America,United States,High income,University of Missouri School of Law,Other,Education,The University of Missouri School of Law seeks to complement a strong traditional curriculum with an orientation toward lawyering as a problem-solving endeavor.,http://law.missouri.edu,Columbia,Missouri,2015,201 to 1000,Legal,FALSE,,TRUE,provides tools through the blog Patently-O,FALSE,,TRUE,patent analysis,FALSE,
North America,United States,High income,University of North Carolina Highway Safety Research Center (HSRC),Other,Education,University of North Carolina Highway Safety Research Center conducts interdisciplinary research aimed at reducing deaths -  injuries and related societal costs of roadway crashes.,http://www.hsrc.unc.edu,Chapel Hill,NC,1965,11 to 50,Transportation,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
East Asia & Pacific,New Zealand,High income,University of Otago,Other,Education,The University of Otago in Dunedin is New Zealand's oldest university. ,http://www.otago.ac.nz/,Dunedin,Otago,,1000 ,Geospatial,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Latin America & Caribbean,Brazil,Upper middle income,University of Sao Paolo - Research Group on Public Policies for Access to Information (GPOPAI),Other,Education,The GPOPAI at the University of Sao Paolo is dedicated to the investigation of the effects of new technologies for the production -  distribution and consumption of cultural and educational assets -  as well as research topics related to intellectual property -  emphasizing its impact on access to information -  culture and knowledge.,http://www.gpopai.usp.br/cuidando,SÃ£o Paulo,State of SÃ£o Paulo,2015,,Government operations,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Sub-Saharan Africa,Zambia,Lower middle income,University of Zambia -  Department of Mass Communication,Nonprofit,Education,A media training institution,http://www.unza.zm,Lusaka,,1966,11 to 50,,TRUE,Develops projects - such as http://www.dipudatos.info - on institutional transparency - access to public information and active citizenship.,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Argentina,High income,Universo Ãgora,Nonprofit,Governance,Universo Ãgora is a nonprofit organization created and managed by students and young professionals in political science -  international relations and related disciplines of social character -  committed to the current socio-political agenda and the future of Argentina.,http://www.dipudatos.info/,Buenos Aires,Autonomous City of Buenos Aires,2007,1 to 10,Government operations,TRUE,Develops projects -  such as http://www.dipudatos.info  -  on institutional transparency -  access to public information and active citizenship.,FALSE,,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Kenya,Lower middle income,Upande,For-profit,IT and geospatial,Upande works on customized systems that capture -  store -  analyze -  manage -  and present data that can be linked to specific locations.,http://www.upande.com/,Nairobi,Nairobi County,2009,11 to 50,Weather -  Geospatial -  Environment -  Demographic and social,FALSE,,TRUE,Uses spatial data in various projects for mapping and visualization.,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Urban Big Data Centre (UBDC),Nonprofit,Education,UBDC is a UK-wide data service for researchers who want to use big data to address a range of local and global urban challenges.,http://http://ubdc.ac.uk/,Glasgow,Scotland,2014,51 to 200,Health/healthcare -  Arts and culture -  Demographic and social -  Housing -  Economic,FALSE,,TRUE,The UBDC has collected a range of urban-related open data that has been made openly available for use by anyone on an Open Data Catalogue,FALSE,,TRUE,Use data to develop solutions for environmentally sustainable -  economically resilient -  and socially just cities. ,FALSE,
Europe & Central Asia,Spain,High income,Urban Data Analytics,For-profit,Housing -  construction & real estate,Urban Data Analytics helping to understand the dynamics of real estate better.,http://www.urbandataanalytics.com/,Madrid,Community of Madrid,2013,1 to 10,Housing,FALSE,,FALSE,,TRUE,Collects and elaborates data from various public and private sources to produce insights for business sectors connected to real estate..,FALSE,,FALSE,
East Asia & Pacific,China,Upper middle income,Urban Data Lab,Other,Business -  research and consulting,The Urban Data Lab is a joint Laboratory of the Xicheng District Planning and Management Information Centre and the Planning and Design Institute of Tsinghua University.,http://xc.urbandatalab.com/, , ,2014,,Arts and culture -  Transportation,FALSE,,FALSE,Uses open urban data to create an app to help tourists find the info about histocial heritage in Beijing -  as well as help the administration department of the city to protect the heritage.,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Urban Tide,For-profit,Business -  research and consulting,Urban Tide are smart cities specialists and creators of the U~SMART data-sharing platform. Urban Tide provides specialist consultancy on open data and smart cities projects for a range of public sector organizations -  and work in partnership with large multinational private sector organizations.,http://urbantide.com,Edinburgh,Scotland,2014,1 to 10,Transportation -  Geospatial -  Weather -  Demographic and social -  Government operations -  Education -  Economic -  Health/healthcare,TRUE,Open Data Training for stakeholders from various organizations; Participate in projects -  supporting cities opening up their city data -  aiding them in developing their open data strategies,TRUE, Consultancy services around open data and data management strategies for local authorities and central government; building a data sharing platform; participation in projects involving open data analysis -  open data management -  creating open data strategies -  telling open data stories for public consumption.,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,Urbanica,For-profit,IT and geospatial,Urbanica specializes in long-term social and economic development -  as well as urban and transport planning for public administration and private sectors.,http://urbanica.spb.ru,St Petersburg,St Petersburg,2009,11 to 50,Geospatial,FALSE,,FALSE,,FALSE,,TRUE,Uses urban data for research and city planning.,FALSE,
Europe & Central Asia,United Kingdom,High income,Urbs Media,For-profit,Media and communications,UrbsMedia creates smart news for smart cities.,http://www.urbsmedia.com/,Bristol,England,2014,11 to 50,Other,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Urjanet,For-profit,IT and geospatial,Urjanet automates the collection and delivery of energy data. Better data gives you better insight -  helping reduce energy spend and usage.,http://urjanet.com,Atlanta,GA,2010,51 to 200,Energy,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Kenya,Lower middle income,Ushahidi,Nonprofit,IT and geospatial,Ushahidi is a nonprofit technology company that builds open source platforms to help citizens -  journalists -  organizations -  governments -  and others gather -  manage -  analyze -  and visualize crowdsourced data. ,https://www.ushahidi.com/,,,2008, ,Geospatial,FALSE,,FALSE,,TRUE,Integrates open data with other data sources in the context of crisis response initiatives.,FALSE,,FALSE,
North America,United States,High income,VHB,For-profit,Transportation and logistics,We work to improve mobility -  enhance communities -  and balance development and infrastructure needs with environmental stewardship.,http://www.vhb.com,Watertown,MA,1979,201 to 1000,Transportation,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,
Europe & Central Asia,Czech Republic,High income,Vasmajetek,For-profit,Housing -  construction & real estate,A comprehensive database with information on auctions -  auctions and estate sales state -  counties -  cities and municipalities and executory confiscated.,http://www.vasmajetek.cz/,Prague,,2013,1 to 10,Housing,FALSE,,FALSE,,TRUE,Monitors the selling of state assets - and thus serve both citizens and public finances,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,VeeRoute,For-profit,Transportation and logistics,VeeRoute is platform optimization for delivery of courier services -  online stores -  distributors and service companies.,http://veeroute.com/,St Petersburg,St Petersburg,2014,,Transportation,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Ventutec,Nonprofit,IT and geospatial,Ventutec is a web and smartphone application development company.,http://www.ventutec.com,Worcester,England,2006,11 to 50,Public safety,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Verdafero,For-profit,IT and geospatial,Verdafero delivers unified utility analytics software solutions for businesses to capture -  analyze -  visualize and report their entire utility usage across multiple utility streams and facilities.,http://verdafero.com/,San Francisco,California,2009,1 to 10,Energy,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Veterans Enterprise Technology Solutions,For-profit,IT and geospatial,Veterans Enterprise Technology Solutions -  Inc. provides information technology support services to government and commercial customers in the United States.,http://www.vets-inc.com,Clarksville,VA,2005,201 to 1000,Other,FALSE,,FALSE,,TRUE,provides administrative - security and technology services for government agencies.,FALSE,,FALSE,
Latin America & Caribbean,Uruguay,High income,Viajeros!,Other,Transportation and logistics,Viajeros is an application that allows you to search long-distance bus schedules in Uruguay,http://viajeros.com.uy, , ,2012,,Transportation,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,India,Lower middle income,Vidyuth,For-profit,Media and communications,Vidyuth aims to inspire young people to take proactive action to tackle social issues by giving them access to relevant information and resources.,http://www.vidyuth.org/,Hyderabad,Telangana,2008,51 to 200,Other,TRUE,Conducted workshops on the &quot;Right to Information&quot; act to access open government data as a means to tackle other social issues.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Vigillo,For-profit,IT and geospatial,Vigillo presents data in such a way that companies can quickly and clearly understand and address their most critical safety and compliance issues.,http://vigillo.com,Portland,OR,2007,11 to 50,Transportation,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Vimo,For-profit,Finance and insurance,Vimo offers short term -  group/small business -  individual -  and family health insurance.,www.vimo.com,Palo Alto,California,2012,51 to 200,Health/healthcare,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Visceral Business,For-profit,Business -  research and consulting,Visceral Business is a specialist change management -  social business design and brand identity consultancy helping businesses and brands develop their social business performance.,http://www.visceralbusiness.com/,London,,2005,1 to 10,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,VisiÃ³n Legislativa,Nonprofit,Governance,VisiÃ³n Legislativa contributes in two ways:strengthening democracy through research -  analysis -  and training proposals; and assessment regarding transparency in the functioning of public institutions and proposals for improvement.,http://visionlegislativa.com/,Mexico City,Federal District,2015,,Government operations -  Public safety,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,VisualDoD,For-profit,Governance,VisualDoD is a web-based integrated platform for rapid discovery -  visualization -  analysis and forecasting of spending in the US defense market and selected adjacent markets.,http://www.visualdod.com/,Reston,Virginia,2012,1 to 10,Other,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,VitalChek,For-profit,Governance,VitalChek provides an affordable and reliable way to obtain government-issued vital records such as birth certificates and online service government agencies.,https://www.vitalchek.com/,Brentwood,Tennessee,1987,51 to 200,Legal,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Japan,High income,Vitalizing Local Economy Organization by Open Data & Big Data (VLED),Other,Business -  research and consulting,VLED is a General Incorporated Association by gathering 9 leading ICT companies in Japan. Its aim is to promote opening data owned by public entities -  and to advancing local vitalization and activation of economies through utilization of such data as big data.,http://www.vled.or.jp,Tokyo,,2014,1 to 10,Other,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,
North America,United States,High income,Vitals,For-profit,Healthcare,Vitals.com uses data and patient insight to help people find doctors -  appointments -  and procedures and help doctors and hospitals attract patients.,http://www.vitals.com/,Lyndhurst,NJ,2007,51 to 200,Health/healthcare,TRUE,advocates for more transparent healthcare data ,FALSE,leverages open healthcare data to curate an onliine tool that helps users weigh heatlcare options to make a decision with confidence. Users search for experienced doctor who meet your needs -  compare costs for procedures and appointments and read patient ratings and reviews,FALSE,,TRUE,uses health data from a number of governmental sources to generate &quot;white papers&quot; and reports about the need for transparent healthcare ,FALSE,
Europe & Central Asia,Finland,High income,Vividin,For-profit,IT and geospatial,Vividin's mission is to make information more accessible -  understandable and valuable.,http://vividin.fi/index.html,Helsinki,Uusimaa,2014,1 to 10,Government operations -  Demographic and social -  Transportation,FALSE,,TRUE,Makes customized statistics and data visualizations using open government data.,FALSE,,FALSE,,FALSE,
North America,United States,High income,Vizzuality,For-profit,IT and geospatial,Vizzuality is a mission-driven company that tries to help people communicate data to tell stories that matter.,http://www.vizzuality.com/,New York,New York,2011,1 to 10,Geospatial -  Demographic and social,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,Belgium,High income,VoteWatch,Nonprofit,Governance,VoteWatch was set up to promote better insight into EU politics -  by providing easy access to -  and cutting edge analysis of -  the votes and other activities of the European Parliament (EP) and the EU Council of Ministers (Council). ,http://www.votewatch.eu/,Brussels,Brussels,2009,1 to 10,Government operations,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Voter,For-profit,IT and geospatial,Voter is an app that leverages big data to match people to the political candidates that support their views - Essentially -  it's matchmaking for politics.,http://voterapp.us,Santa Monica,California,2014,1 to 10,Finance -  Geospatial -  Government operations,FALSE,,FALSE,,FALSE,,TRUE,In order to provide profiles of political candidates - we algorithmically sort and weigh political data on each candidate. We aim to give people a fast - fun - and easy way to become informed - in any election.,TRUE,Use geospatial data to show people which elections are relevant to them - including those in their local area.
North America,United States,High income,Voxiva,For-profit,Healthcare,Voxivaâ€™s population health programs reach and engage individuals at large scale to improve their health -  and deliver cost and quality improvement results for clients.,http://www.voxiva.com,Washington,DC,2001,51 to 200,Health/healthcare,FALSE,,FALSE,uses open data that have created a number of mHealth initatives including care4life and text2quit,TRUE,uses open data from NIH to assess what programs should be implemented where,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,WCIOM (Russian Public Opinion Research Center),Nonprofit,Business -  research and consulting,Russian Public Opinion Research Center (VCIOM) is the oldest marketing and opinion research company in the post-Soviet space.,http://www.wciom.com/index.php,Moscow,,1987,201 to 1000,,FALSE,,FALSE,,TRUE,market research,FALSE,,FALSE,
Europe & Central Asia,Netherlands,High income,Wageningen University & Research Center,Academic institution,Business -  research and consulting,Wageningen UR provides educational training and conducts research in the domain of nutrition and sustainability.,http://www.wageningenur.nl/,Wageningen,Gelderland,1918,1000+,Environment -  Agriculture,FALSE,,TRUE,Agro &amp; food portal gives insight into the demographics and economics of the Dutch agricultural sector.,FALSE,,FALSE,,FALSE,
East Asia & Pacific,New Zealand,High income,Waka Digital,For-profit,IT and geospatial,Waka Digital is an IT firm based delivering IT Consulting -  website development -  software development -  cloud solutions -  hardware sales -  technical support and a range of creative services. ,http://www.wakadigital.co.nz/,Tauranga,Bay Of Plenty,2006,1 to 10,Geospatial -  Environment,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Walk Score,For-profit,Energy and climate,Walk Score's mission is to promote walkable neighborhoods.,http://www.walkscore.com,Seattle,WA,2007,1 to 10,Transportation -  Geospatial -  Demographic and social,TRUE,uses open data sources like Google -  Education.com -  Open Street Map -  the U.S. Census -  Localeze to promote walkable neighborhoods as one of the simplest and best solutions for the environment -  health -  and economy.,FALSE,provides walksource data to researchers; generated scoring and search technology to evaluate walkable/bikeable neighborhoods,FALSE,,FALSE,,FALSE,
North America,United States,High income,Wanderu,For-profit,Transportation and logistics,Wanderu provides the simplest way to find and book bus and train travel. They work directly with hundreds of ground travel providers to serve the US and major hubs in both Canada and Mexico.,http://www.wanderu.com,Boston,MA,2012,11 to 50,Transportation,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Washington Business Alliance,For-profit,Business -  research and consulting,The Washington Business Alliance is a statewide business organization whose mission is to help solve the state's most critical issues by working collaboratively -  catalyzing business leadership -  bipartisan problem-solving -  and data-driven strategies.,http://planwashington.org/,Seattle,Washington,2010,1 to 10,Energy -  Demographic and social -  Tourism -  Consumer -  Legal -  Education -  Finance -  Economic -  Science and research -  Environment -  Health/healthcare -  Transportation -  Government operations -  Business,FALSE,,TRUE,Uses open data to create data visualizations about the state of Washington in various topics (e.g. economy -  environment -  ediucation -  elections).,FALSE,,FALSE,,FALSE,
North America,United States,High income,Washington Restaurant Association,For-profit,Business -  research and consulting,The Washington Restaurant Association is a business association representing the stateâ€™s hospitality industry.,http://warestaurant.org/,Olympia,Washington,1929,11 to 50,Economic -  Tourism -  Demographic and social -  Geospatial,FALSE,,TRUE,Uses open data -  such as data from Department of Revenue and from Employment Security -  to create an annual stat book that provides a snapshot of the industry -  including operational -  sales trends and employment trends. ,FALSE,,FALSE,,FALSE,
North America,United States,High income,Waste Not OC Coalition,Other,Agriculture,The Waste Not OC Coalition is a public-private partnership to reduce hunger and food waste by facilitating the donation of wholesome surplus food.,http://www.wastenotoc.org,Orange County,CA,2012,,Agriculture,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Sub-Saharan Africa,Kenya,Lower middle income,Water Services Trust Fund,Other,Energy and climate,Water Services Trust Fund aims to assist in financing the provision of water services to areas of Kenya which are without adequate water services. ,http://waterfund.go.ke,Nairobi,Nairobi,2014,,Other,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,WaterSmart Software,For-profit,Energy and climate,WaterSmart Software helps water utilities achieve their customer engagement and water efficiency goals by making it easier for customers to save water and money.,http://www.watersmart.com/,San Francisco,California,2009,11 to 50,Geospatial -  Demographic and social -  Weather,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Wattblock,For-profit,Energy and climate,Wattblock aims to improve energy efficiency in multi-tenant residential buildings using analytics and big data to reduce building maintenance levies for owners by 10%m as well as reducing carbon emissions at the national level.,wattblock.com.au,Sydney,New South Wales,2014,1 to 10,Demographic and social -  Housing,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
North America,United States,High income,WattzOn,For-profit,Energy and climate,WattzOn is a personal energy management platform that helps people save money -  save energy and go green -  combining propriety data and analytics and scientific research.,http://www.wattzon.com/,Mountain View,California,2008,11 to 50,Energy -  Environment,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
