"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"55003","5","1022","73","0","2015","A","",10,102,2749195,1404328,39440,517,26887,"",1.08,0.65,0.28,0.62,0.41,0.43,0.43,"",1,11.1,-14,-12.1,40233,1.5,-207596,-12.9,-6097,-13.4,66,14.6,3450,14.7
"55005","5","1022","73","0","2015","A","",15,200,7992936,2746903,69915,769,39981,"",0.68,0.47,0.29,0.43,0.28,0.62,0.62,"",1,7.1,-12,-5.7,-102658,-1.3,-189539,-6.5,-35344,-33.6,33,4.5,1719,4.5
"55007","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55007","5","1022","73","0","2015","A","N",4,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"55009","3","1022","73","0","2015","A","",10,121,3532834,0,0,563,29278,"",2.81,0.85,0.92,0.00,0.00,1.08,1.08,"",0,0.0,-6,-4.7,80170,2.3,0,0.0,0,0.0,40,7.6,2092,7.7
"55009","5","1022","73","0","2015","A","",72,1851,96673706,27972829,878465,1004,52221,"",0.68,0.62,0.38,0.57,0.52,0.62,0.62,"",-4,-5.3,-6,-0.3,3586743,3.9,-322518,-1.1,-124641,-12.4,40,4.1,2082,4.2
"55011","5","1022","73","0","2015","A","",9,32,1400727,423408,4296,842,43773,"",1.55,0.43,0.30,0.40,0.18,0.70,0.70,"",0,0.0,1,3.2,56785,4.2,-4272,-1.0,-1466,-25.4,15,1.8,767,1.8
"55013","5","1022","73","0","2015","A","",5,37,1598498,477660,4280,840,43695,"",0.80,0.40,0.32,0.35,0.08,0.80,0.80,"",1,25.0,-2,-5.1,-34782,-2.1,-17358,-3.5,-215,-4.8,36,4.5,1905,4.6
"55015","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55015","5","1022","73","0","2015","A","",5,42,681468,281824,6902,315,16388,"",0.40,0.16,0.04,0.06,0.04,0.25,0.25,"",1,25.0,-7,-14.3,-90787,-11.8,-79505,-22.0,-5623,-44.9,9,2.9,493,3.1
"55017","5","1022","73","0","2015","A","",13,237,6769828,2545649,48113,550,28575,"",0.53,0.50,0.21,0.35,0.17,0.42,0.42,"",-1,-7.1,-1,-0.4,180360,2.7,27335,1.1,-7823,-14.0,18,3.4,927,3.4
"55019","5","1022","73","0","2015","A","",9,68,2264269,889234,13382,642,33380,"",0.69,0.32,0.17,0.28,0.11,0.53,0.53,"",1,12.5,-6,-8.1,-18594,-0.8,820,0.1,-2156,-13.9,45,7.5,2321,7.5
"55021","3","1022","73","0","2015","A","",3,37,777208,0,0,400,20818,"",3.63,1.86,1.77,0.00,0.00,0.95,0.95,"",0,0.0,0,0.0,64016,9.0,0,0.0,0,0.0,27,7.2,1411,7.3
"55021","5","1022","73","0","2015","A","",17,130,4939594,1650052,39703,732,38070,"",0.69,0.31,0.17,0.27,0.16,0.56,0.56,"",-3,-15.0,-30,-18.8,-1062504,-17.7,-431559,-20.7,-18783,-32.1,9,1.2,498,1.3
"55023","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.09,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55023","5","1022","73","0","2015","A","",8,80,2190354,810658,13213,528,27437,"",1.10,0.55,0.25,0.39,0.16,0.47,0.47,"",-1,-11.1,3,3.9,230590,11.8,12407,1.6,-7601,-36.5,38,7.8,1958,7.7
"55025","3","1022","73","0","2015","A","",6,383,12072130,0,0,606,31493,"",0.76,1.27,1.33,0.00,0.00,1.04,1.04,"",0,0.0,7,1.9,464444,4.0,0,0.0,0,0.0,12,2.0,615,2.0
"55025","5","1022","73","0","2015","A","",272,14585,1325977906,248076025,6014097,1748,90916,"",1.16,2.29,2.23,2.66,1.97,0.97,0.97,"",5,1.9,1464,11.2,214424724,19.3,28551318,13.0,-508648,-7.8,119,7.3,6198,7.3
"55027","5","1022","73","0","2015","A","",19,214,7814753,2804848,99651,703,36546,"",0.68,0.31,0.15,0.26,0.21,0.48,0.48,"",-5,-20.8,-20,-8.5,-520821,-6.2,-190642,-6.4,-16739,-14.4,17,2.5,898,2.5
"55029","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55029","5","1022","73","0","2015","A","",20,161,5075559,1826822,51869,606,31509,"",1.00,0.61,0.33,0.46,0.24,0.54,0.54,"",-1,-4.8,6,3.9,-9212,-0.2,5626,0.3,-8086,-13.5,-24,-3.8,-1261,-3.8
"55031","5","1022","73","0","2015","A","",11,148,4268670,1814021,52825,555,28859,"",0.64,0.48,0.19,0.39,0.30,0.40,0.40,"",1,10.0,46,45.1,38727,0.9,542851,42.7,17675,50.3,-241,-30.3,-12510,-30.2
"55033","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.95,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55033","5","1022","73","0","2015","A","",7,59,2878310,686894,8340,946,49202,"",0.46,0.18,0.13,0.13,0.05,0.71,0.71,"",-1,-12.5,-5,-7.8,66697,2.4,-43577,-6.0,-2328,-21.8,99,11.7,5156,11.7
"55035","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55035","5","1022","73","0","2015","A","",36,708,33602742,9501368,279872,912,47434,"",0.85,0.63,0.40,0.58,0.51,0.63,0.63,"",-1,-2.7,66,10.3,5180986,18.2,443062,4.9,-325,-0.1,61,7.2,3186,7.2
"55037","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55039","3","1022","73","0","2015","A","",3,22,637449,0,0,551,28649,"",2.41,0.51,0.61,0.00,0.00,1.18,1.18,"",0,0.0,-1,-4.3,-17904,-2.7,0,0.0,0,0.0,3,0.5,155,0.5
"55039","5","1022","73","0","2015","A","",23,972,39372388,11664589,438784,779,40527,"",0.62,1.07,0.58,0.86,0.84,0.54,0.54,"",1,4.5,10,1.0,3618341,10.1,79194,0.7,-2502,-0.6,64,9.0,3357,9.0
"55041","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55043","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",2.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55043","5","1022","73","0","2015","A","",21,194,6816303,2135873,27268,677,35211,"",0.97,0.55,0.31,0.47,0.19,0.56,0.56,"",0,0.0,13,7.2,353958,5.5,-41428,-1.9,-6342,-18.9,-8,-1.2,-427,-1.2
"55045","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.86,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55045","5","1022","73","0","2015","A","",11,986,24782407,10756326,482436,484,25143,"",0.69,3.16,1.21,2.36,2.91,0.38,0.38,"",0,0.0,73,8.0,1877365,8.2,372061,3.6,-37587,-7.2,2,0.4,67,0.3
"55047","5","1022","73","0","2015","A","",7,61,2119538,774326,9886,668,34747,"",0.88,0.49,0.25,0.45,0.12,0.51,0.51,"",0,0.0,-5,-7.6,-32546,-1.5,-44131,-5.4,1446,17.1,40,6.4,2098,6.4
"55049","5","1022","73","0","2015","A","",9,49,1929753,597088,11630,763,39652,"",0.88,0.24,0.14,0.18,0.08,0.58,0.57,"",1,12.5,0,0.0,101604,5.6,-1535,-0.3,-400,-3.3,47,6.6,2406,6.5
"55051","5","1022","73","0","2015","A","",3,16,414017,194367,6728,498,25876,"",0.86,0.50,0.24,0.43,0.32,0.49,0.49,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"55053","5","1022","73","0","2015","A","",6,45,1762093,589953,9564,752,39085,"",0.77,0.26,0.15,0.22,0.09,0.56,0.56,"",-2,-25.0,-4,-8.2,3942,0.2,1083,0.2,-386,-3.9,60,8.7,3082,8.6
"55055","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.86,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55055","5","1022","73","0","2015","A","",26,470,20559259,6739632,248951,842,43766,"",0.82,0.73,0.46,0.68,0.72,0.64,0.64,"",-4,-13.3,-61,-11.5,-5256134,-20.4,-1063096,-13.6,-41718,-14.4,-94,-10.0,-4881,-10.0
"55057","5","1022","73","0","2015","A","",7,41,1773779,553374,14274,842,43797,"",0.72,0.23,0.14,0.24,0.17,0.64,0.64,"",-1,-12.5,-2,-4.7,-67438,-3.7,-48873,-8.1,-492,-3.3,14,1.7,728,1.7
"55059","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55059","5","1022","73","0","2015","A","",14,251,16071655,3536870,82111,1232,64073,"",0.29,0.21,0.18,0.20,0.12,0.86,0.86,"",-4,-22.2,3,1.2,2273299,16.5,-164009,-4.4,-51701,-38.6,164,15.4,8528,15.4
"55061","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55061","5","1022","73","0","2015","A","N",5,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"55063","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55063","5","1022","73","0","2015","A","",42,907,52446852,13280191,335006,1112,57830,"",0.89,0.67,0.53,0.72,0.52,0.79,0.79,"",4,10.5,-8,-0.9,1324028,2.6,-53239,-0.4,-59182,-15.0,38,3.5,1973,3.5
"55065","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55067","5","1022","73","0","2015","A","",7,63,1605090,583344,8080,491,25545,"",0.74,0.43,0.19,0.28,0.10,0.43,0.43,"",0,0.0,-2,-3.1,-6939,-0.4,-53030,-8.3,-4068,-33.5,15,3.2,808,3.3
"55069","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55069","5","1022","73","0","2015","A","",9,68,1975131,800798,16072,559,29046,"",0.78,0.32,0.13,0.25,0.12,0.41,0.41,"",-1,-10.0,-1,-1.4,15030,0.8,-30693,-3.7,-7656,-32.3,14,2.6,707,2.5
"55071","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",2.02,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55071","5","1022","73","0","2015","A","",21,256,8592850,3007869,88221,645,33566,"",0.72,0.39,0.18,0.29,0.21,0.45,0.45,"",0,0.0,7,2.8,539597,6.7,250786,9.1,2604,3.0,22,3.5,1159,3.6
"55073","3","1022","73","0","2015","A","",3,92,3959601,0,0,827,43000,"",1.63,1.41,2.42,0.00,0.00,1.72,1.72,"",0,0.0,0,0.0,63187,1.6,0,0.0,0,0.0,16,2.0,839,2.0
"55073","5","1022","73","0","2015","A","",26,394,19791916,5703380,152254,967,50265,"",0.48,0.28,0.19,0.26,0.19,0.65,0.65,"",-3,-10.3,-26,-6.2,-2203424,-10.0,-246467,-4.1,-34495,-18.5,-40,-4.0,-2094,-4.0
"55075","5","1022","73","0","2015","A","",11,122,3624190,1527867,44115,572,29727,"",0.56,0.33,0.14,0.26,0.20,0.42,0.42,"",2,22.2,1,0.8,682434,23.2,146794,10.6,-8714,-16.5,103,22.0,5314,21.8
"55077","5","1022","73","0","2015","A","",7,37,2153812,485454,5734,1114,57950,"",1.27,0.51,0.51,0.44,0.13,1.00,1.00,"",0,0.0,-3,-7.5,8297,0.4,-24740,-4.8,-590,-9.3,91,8.9,4755,8.9
"55079","3","1022","73","0","2015","A","",4,318,17996932,70001,1281,1087,56520,"",0.29,0.71,1.36,0.09,0.16,1.92,1.92,"",0,0.0,0,0.0,-238208,-1.3,-13999,-16.7,-1575,-55.1,-15,-1.4,-808,-1.4
"55079","5","1022","73","0","2015","A","",232,8590,573779980,130269810,4248096,1285,66797,"",0.57,0.90,0.66,0.92,0.82,0.73,0.73,"",0,0.0,-280,-3.2,3675653,0.6,-3158306,-2.4,-1185760,-21.8,49,4.0,2523,3.9
"55081","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55081","5","1022","73","0","2015","A","",13,99,3580425,1212521,27440,697,36257,"",0.75,0.25,0.13,0.22,0.13,0.52,0.52,"",1,8.3,2,2.1,153068,4.5,962,0.1,305,1.1,15,2.2,771,2.2
"55083","5","1022","73","0","2015","A","",6,25,969235,267731,4070,751,39030,"",0.49,0.14,0.10,0.11,0.04,0.70,0.70,"",1,20.0,-1,-3.8,79288,8.9,-1085,-0.4,433,11.9,93,14.1,4801,14.0
"55085","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55085","5","1022","73","0","2015","A","",20,252,12188699,3492488,92032,932,48464,"",0.85,0.77,0.54,0.78,0.51,0.70,0.70,"",3,17.6,5,2.0,81395,0.7,96169,2.8,-12846,-12.2,-12,-1.3,-603,-1.2
"55087","3","1022","73","0","2015","A","",3,119,3629353,0,0,586,30477,"",1.09,1.21,1.44,0.00,0.00,1.18,1.18,"",0,0.0,-4,-3.3,132099,3.8,0,0.0,0,0.0,41,7.5,2140,7.6
"55087","5","1022","73","0","2015","A","",48,1451,81526725,19773914,643193,1080,56177,"",0.59,0.70,0.49,0.58,0.51,0.71,0.71,"",-7,-12.7,-17,-1.2,-530547,-0.6,-647233,-3.2,-270469,-29.6,5,0.5,270,0.5
"55089","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55089","5","1022","73","0","2015","A","",28,224,12005438,3221013,88593,1033,53716,"",0.64,0.27,0.18,0.25,0.20,0.68,0.68,"",-1,-3.4,-17,-7.1,-171091,-1.4,-749628,-18.9,-41678,-32.0,60,6.2,3139,6.2
"55091","5","1022","73","0","2015","A","",3,21,1428578,269433,2118,1298,67492,"",0.73,0.47,0.51,0.44,0.11,1.08,1.08,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55093","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55093","5","1022","73","0","2015","A","",11,37,1741187,554838,9527,907,47165,"",0.81,0.19,0.15,0.24,0.12,0.76,0.77,"",-4,-26.7,-5,-11.9,-256399,-12.8,-48099,-8.0,-4494,-32.1,-6,-0.7,-302,-0.6
"55095","5","1022","73","0","2015","A","",15,177,6390521,2136932,23149,694,36088,"",0.83,0.56,0.32,0.48,0.14,0.57,0.57,"",-1,-6.2,-4,-2.2,146794,2.4,-84648,-3.8,-2665,-10.3,30,4.5,1560,4.5
"55097","5","1022","73","0","2015","A","",19,204,7627246,2596015,76772,720,37465,"",0.71,0.31,0.16,0.26,0.20,0.51,0.51,"",-1,-5.0,-9,-4.2,-272626,-3.5,-31979,-1.2,2398,3.2,8,1.1,434,1.2
"55099","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55099","5","1022","73","0","2015","A","",9,66,2569175,816525,14836,748,38878,"",1.13,0.59,0.35,0.50,0.30,0.59,0.59,"",1,12.5,12,22.2,300796,13.3,148086,22.2,2404,19.3,-55,-6.8,-2871,-6.9
"55101","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55101","5","1022","73","0","2015","A","",35,474,21760038,6511626,188678,883,45907,"",0.53,0.33,0.18,0.28,0.22,0.56,0.56,"",0,0.0,106,28.8,4757824,28.0,1285626,24.6,-20960,-10.0,-5,-0.6,-295,-0.6
"55103","5","1022","73","0","2015","A","",9,70,1575613,614187,11014,433,22536,"",1.31,0.60,0.23,0.40,0.23,0.37,0.37,"",0,0.0,0,0.0,-33173,-2.1,-9171,-1.5,-978,-8.2,-11,-2.5,-529,-2.3
"55105","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55105","5","1022","73","0","2015","A","",33,1534,58057918,22238617,934484,728,37845,"",0.63,1.21,0.61,1.17,1.29,0.50,0.50,"",-5,-13.2,-118,-7.1,-11724781,-16.8,-2393799,-9.7,-61441,-6.2,-84,-10.3,-4386,-10.4
"55107","5","1022","73","0","2015","A","",8,51,2036345,668171,11598,773,40191,"",1.46,0.49,0.34,0.44,0.19,0.69,0.69,"",-1,-11.1,-2,-3.8,-121748,-5.6,-34843,-5.0,892,8.3,-13,-1.7,-656,-1.6
"55109","3","1022","73","0","2015","A","",3,57,1215418,0,0,408,21199,"",2.50,1.87,1.82,0.00,0.00,0.97,0.97,"",0,0.0,-1,-1.7,26699,2.2,0,0.0,0,0.0,12,3.0,585,2.8
"55109","5","1022","73","0","2015","A","",27,207,7788513,2630501,64014,722,37565,"",0.76,0.32,0.18,0.26,0.19,0.55,0.55,"",0,0.0,1,0.5,-237191,-3.0,79322,3.1,-8277,-11.4,-28,-3.7,-1458,-3.7
"55111","5","1022","73","0","2015","A","",18,151,4296455,1594210,34433,548,28516,"",0.57,0.21,0.09,0.14,0.08,0.44,0.44,"",2,12.5,7,4.9,554187,14.8,165446,11.6,-6558,-16.0,48,9.6,2513,9.7
"55113","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55113","5","1022","73","0","2015","A","",6,38,1016178,440820,9824,520,27038,"",0.58,0.29,0.13,0.23,0.12,0.47,0.47,"",0,0.0,-3,-7.3,368,0.0,-57172,-11.5,-3719,-27.5,38,7.9,1956,7.8
"55115","5","1022","73","0","2015","A","",9,127,3827940,1664106,39185,578,30062,"",0.53,0.51,0.28,0.50,0.33,0.54,0.54,"",0,0.0,-9,-6.6,-135410,-3.4,-61694,-3.6,-31285,-44.4,19,3.4,1009,3.5
"55117","3","1022","73","0","2015","A","",3,68,2093125,0,0,594,30895,"",2.04,1.23,1.46,0.00,0.00,1.19,1.19,"",0,0.0,-10,-12.8,-48260,-2.3,0,0.0,0,0.0,63,11.9,3294,11.9
"55117","5","1022","73","0","2015","A","",21,240,9208893,2987555,92881,739,38437,"",0.48,0.21,0.10,0.16,0.15,0.48,0.48,"",0,0.0,-8,-3.2,-275513,-2.9,-51266,-1.7,-18828,-16.9,3,0.4,142,0.4
"55119","5","1022","73","0","2015","A","",6,63,1987190,736272,16243,603,31377,"",0.77,0.40,0.20,0.30,0.16,0.49,0.49,"",-1,-14.3,0,0.0,56483,2.9,-115726,-13.6,-2988,-15.5,9,1.5,486,1.6
"55121","5","1022","73","0","2015","A","",10,88,4368593,1197948,22454,952,49502,"",0.85,0.31,0.22,0.26,0.16,0.71,0.71,"",-1,-9.1,-4,-4.3,-391180,-8.2,-87680,-6.8,-1501,-6.3,-40,-4.0,-2094,-4.1
"55123","5","1022","73","0","2015","A","",15,133,5862860,1648206,24087,847,44026,"",1.42,0.77,0.58,0.77,0.36,0.76,0.76,"",0,0.0,9,7.3,378318,6.9,89929,5.8,-1304,-5.1,-2,-0.2,-145,-0.3
"55125","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55125","5","1022","73","0","2015","A","",14,85,2865792,1119024,20658,651,33848,"",0.91,0.57,0.35,0.49,0.18,0.61,0.61,"",2,16.7,2,2.4,190987,7.1,101717,10.0,4755,29.9,28,4.5,1459,4.5
"55127","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55127","5","1022","73","0","2015","A","",29,251,8345120,3071706,95190,640,33303,"",0.68,0.32,0.16,0.26,0.22,0.51,0.51,"",-2,-6.5,-3,-1.2,31011,0.4,-37286,-1.2,-16065,-14.4,11,1.7,613,1.9
"55129","5","1022","73","0","2015","A","",5,30,1189429,368459,9428,767,39869,"",0.56,0.26,0.18,0.23,0.16,0.68,0.68,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"55131","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55131","5","1022","73","0","2015","A","",27,591,35475083,8115916,262926,1154,60000,"",0.53,0.56,0.43,0.47,0.44,0.77,0.77,"",-2,-6.9,3,0.5,-6829735,-16.1,-13187,-0.2,-76730,-22.6,-230,-16.6,-11967,-16.6
"55133","3","1022","73","0","2015","A","",5,121,2680926,0,0,425,22126,"",0.74,0.55,0.40,0.00,0.00,0.73,0.73,"",1,25.0,17,16.3,124285,4.9,0,0.0,0,0.0,-47,-10.0,-2398,-9.8
"55133","5","1022","73","0","2015","A","",138,4592,428581483,71883720,2490581,1795,93337,"",0.69,0.99,0.98,0.88,0.82,1.00,1.00,"",4,3.0,-18,-0.4,72446758,20.3,196112,0.3,-146526,-5.6,309,20.8,16079,20.8
"55135","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",2.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55135","5","1022","73","0","2015","A","",20,382,14309181,5022378,201888,721,37499,"",0.97,0.96,0.55,0.92,0.98,0.58,0.58,"",1,5.3,-18,-4.5,-420915,-2.9,-389590,-7.2,-62110,-23.5,13,1.8,666,1.8
"55137","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55137","5","1022","73","0","2015","A","",5,44,2100351,609269,8112,921,47917,"",0.61,0.37,0.31,0.37,0.12,0.84,0.84,"",0,0.0,-1,-2.2,-51956,-2.4,-11849,-1.9,-380,-4.5,6,0.7,352,0.7
"55139","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55139","5","1022","73","0","2015","A","",36,1518,93225959,24565543,669889,1181,61434,"",0.62,0.85,0.60,0.86,0.65,0.70,0.70,"",-2,-5.3,-68,-4.3,-1722823,-1.8,210370,0.9,-54532,-7.5,30,2.6,1580,2.6
"55141","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"55141","5","1022","73","0","2015","A","",25,1345,77675904,19959822,545483,1110,57741,"",0.82,1.84,1.43,1.90,1.42,0.77,0.77,"",-2,-7.4,-38,-2.7,-33738141,-30.3,-147272,-0.7,13468,2.5,-440,-28.4,-22838,-28.3
"55999","5","1022","73","0","2015","A","",259,1907,95981717,22878552,607083,968,50344,"",0.92,1.69,0.77,0.87,0.60,0.46,0.46,"",59,29.5,193,11.3,19374364,25.3,2008569,9.6,-10202,-1.7,109,12.7,5655,12.7
"56000","1","1022","53","0","2015","A","",0,0,3709,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-100.0,-3,-100.0,-54618,-93.6,0,0.0,0,0.0,-385,-100.0,-19998,-100.0
"56000","3","1022","53","0","2015","A","",36,600,15206560,1713432,7820,488,25365,"",2.56,2.27,2.14,2.40,2.45,0.94,0.94,"",-1,-2.7,-9,-1.5,349030,2.3,16177,1.0,-14024,-64.2,19,4.1,968,4.0
"56000","5","1022","53","0","2015","A","",377,3771,171481128,84735351,716305,874,45471,"",0.90,0.68,0.37,0.63,0.34,0.55,0.55,"",-2,-0.5,-4,-0.1,5001699,3.0,1992241,2.4,-709450,-49.8,26,3.1,1369,3.1
"56001","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"56001","5","1022","73","0","2015","A","",19,117,4319472,2489308,25437,711,36971,"",0.94,0.38,0.20,0.52,0.42,0.53,0.53,"",-1,-5.0,-8,-6.4,-389133,-8.3,-66784,-2.6,-24309,-48.9,-12,-1.7,-648,-1.7
"56003","5","1022","73","0","2015","A","",6,75,3138913,1610625,21235,803,41759,"",0.85,0.88,0.51,0.90,0.55,0.58,0.58,"",-1,-14.3,-1,-1.3,-51003,-1.6,-26656,-1.6,-21009,-49.7,-7,-0.9,-352,-0.8
"56005","5","1022","73","0","2015","A","",19,202,8057959,4383195,36301,766,39842,"",0.66,0.37,0.14,0.28,0.19,0.39,0.39,"",2,11.8,6,3.1,731593,10.0,293942,7.2,-41001,-53.0,46,6.4,2415,6.5
"56007","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"56007","5","1022","73","0","2015","A","",12,86,2749616,1610234,16598,616,32034,"",1.11,0.59,0.22,0.43,0.26,0.38,0.38,"",1,9.1,7,8.9,378315,16.0,224845,16.2,-6586,-28.4,37,6.4,1922,6.4
"56009","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"56009","5","1022","73","0","2015","A","",6,58,1420083,971721,7396,471,24484,"",0.62,0.45,0.12,0.30,0.16,0.26,0.26,"",-2,-25.0,0,0.0,-207413,-12.7,-54232,-5.3,-6985,-48.6,-68,-12.6,-3536,-12.6
"56011","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",6.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
